time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,9 EMA,Short Entry,Long Entry,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-25T05:35:00-05:00,688.52,688.52,688.52,688.52,,,,,,,,,688.524978813666,0,0,688.8,688.7,687.83,688.4875999999956,687.7187450000024,1,247.7
2026-02-25T05:36:00-05:00,688.69,688.8,688.69,688.8,,,,,,,,,688.5799830509328,0,0,688.8,688.8,687.83,688.4953999999957,687.7273450000024,453,218.35
2026-02-25T05:37:00-05:00,688.8,688.81,688.8,688.81,,,,,,,,,688.6259864407463,0,0,688.8,688.81,687.83,688.5021999999957,687.7359950000023,13,187.05
2026-02-25T05:38:00-05:00,688.86,688.86,688.81,688.84,,,,,,,,,688.668789152597,0,0,688.8,688.86,687.83,688.5097999999956,687.7442950000024,128,191.95
2026-02-25T05:39:00-05:00,688.78,688.78,688.78,688.78,,,,,,,,,688.6910313220776,0,0,688.8,688.86,687.83,688.5191999999956,687.7526450000024,8,191
2026-02-25T05:40:00-05:00,688.79,688.79,688.79,688.79,,,,,,,,,688.7108250576621,0,0,688.8,688.86,687.83,688.5281999999955,687.7611950000023,50,192.25
2026-02-25T05:41:00-05:00,688.78,688.84,688.78,688.84,,,,,,,,,688.7366600461297,0,0,688.8,688.86,687.83,688.5369999999956,687.7701450000023,104,197.4
2026-02-25T05:42:00-05:00,688.85,688.85,688.85,688.85,,,,,,,,,688.7593280369038,0,0,688.8,688.86,687.83,688.5469999999956,687.7791950000023,25,196.9
2026-02-25T05:45:00-05:00,688.78,688.78,688.72,688.72,,,,,,,,,688.751462429523,0,0,688.8,688.86,687.83,688.5553999999955,687.7877400000023,26,196.9
2026-02-25T05:48:00-05:00,688.71,688.71,688.7,688.7,,,,,,,,,688.7411699436184,0,0,688.8,688.86,687.83,688.5615999999956,687.7961400000023,11,197.4
2026-02-25T05:49:00-05:00,688.71,688.72,688.71,688.72,,,,,,,,,688.7369359548948,0,0,688.8,688.86,687.83,688.5677999999956,687.8043400000023,11,185.6
2026-02-25T05:50:00-05:00,688.7,688.7,688.67,688.67,,,,,,,,,688.7235487639158,0,0,688.8,688.86,687.83,688.5719999999956,687.8123400000023,9,113.55
2026-02-25T05:51:00-05:00,688.6,688.6,688.56,688.56,,,,,,,,,688.6908390111327,0,0,688.8,688.86,687.83,688.5725999999955,687.8200400000023,6,113.45
2026-02-25T05:52:00-05:00,688.56,688.56,688.56,688.56,,,,,,,,,688.6646712089062,0,0,688.8,688.86,687.83,688.5729999999955,687.8272400000023,120,113.45
2026-02-25T05:54:00-05:00,688.4,688.4,688.4,688.4,,,,,,,,,688.6117369671249,0,0,688.8,688.86,687.83,688.5685999999955,687.8331900000023,25,90.3
2026-02-25T05:55:00-05:00,688.39,688.39,688.35,688.35,,,,,,,,,688.5593895737,0,0,688.8,688.86,687.83,688.5633999999955,687.8390900000023,1060,117.75
2026-02-25T05:56:00-05:00,688.35,688.35,688.35,688.35,,,,,,,,,688.51751165896,0,0,688.8,688.86,687.83,688.5579999999956,687.8445900000023,5,115.4
2026-02-25T05:58:00-05:00,688.35,688.35,688.35,688.35,,,,,,,,,688.484009327168,0,0,688.8,688.86,687.83,688.5525999999956,687.8500900000024,13,115.9
