time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,9 EMA,Short Entry,Long Entry,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-25T08:19:00-05:00,610.7,610.71,610.55,610.6,,,,,,,,,610.6724088971188,0,0,610.8000000000001,610.87,607.86,610.5563000000018,609.7253200000035,581,652.6
2026-02-25T08:20:00-05:00,610.595,610.595,610.5,610.58,,,,,,,,,610.653927117695,0,0,610.8000000000001,610.87,607.86,610.5619000000017,609.7330200000035,585,666.25
2026-02-25T08:21:00-05:00,610.55,610.55,610.42,610.42,,,,,,,,,610.607141694156,0,0,610.8000000000001,610.87,607.86,610.5653000000017,609.7399700000035,288,668.65
2026-02-25T08:22:00-05:00,610.46,610.46,610.4,610.44,,,,,,,,,610.5737133553248,0,0,610.8000000000001,610.87,607.86,610.5677000000018,609.7468200000035,1019,656.95
2026-02-25T08:23:00-05:00,610.44,610.49,610.42,610.47,,,,,,,,,610.5529706842599,0,0,610.8000000000001,610.87,607.86,610.5679000000017,609.7539700000035,1710,720.85
2026-02-25T08:24:00-05:00,610.46,610.59,610.45,610.59,,,,,,,,,610.5603765474079,0,0,610.8000000000001,610.87,607.86,610.5692000000018,609.7616200000034,692,754.3
2026-02-25T08:25:00-05:00,610.59,610.72,610.57,610.72,,,,,,,,,610.5923012379263,0,0,610.8000000000001,610.87,607.86,610.5712000000018,609.7695700000033,561,763.5
2026-02-25T08:26:00-05:00,610.72,610.74,610.62,610.62,,,,,,,,,610.5978409903411,0,0,610.8000000000001,610.87,607.86,610.5728000000018,609.7769200000034,1304,815.55
2026-02-25T08:27:00-05:00,610.6,610.6,610.55,610.57,,,,,,,,,610.5922727922729,0,0,610.8000000000001,610.87,607.86,610.5724000000018,609.7839700000034,232,794.55
2026-02-25T08:28:00-05:00,610.6,610.72,610.6,610.72,,,,,,,,,610.6178182338183,0,0,610.8000000000001,610.87,607.86,610.5770000000018,609.7916200000034,356,808.3
2026-02-25T08:29:00-05:00,610.73,610.75,610.67,610.69,,,,,,,,,610.6322545870546,0,0,610.8000000000001,610.87,607.86,610.5826000000018,609.7991700000034,642,835.25
2026-02-25T08:30:00-05:00,610.65,610.65,610.53,610.53,,,,,,,,,610.6118036696437,0,0,610.8000000000001,610.87,607.86,610.5844000000018,609.8058200000033,13,793.65
2026-02-25T08:31:00-05:00,610.42,610.42,610.29,610.38,,,,,,,,,610.5654429357149,0,0,610.8000000000001,610.87,607.86,610.5846000000018,609.8122200000033,1568,858
2026-02-25T08:32:00-05:00,610.37,610.41,610.35,610.39,,,,,,,,,610.5303543485719,0,0,610.8000000000001,610.87,607.86,610.5834000000018,609.8185700000034,356,850.4
2026-02-25T08:33:00-05:00,610.43,610.43,610.25,610.25,,,,,,,,,610.4742834788575,0,0,610.8000000000001,610.87,607.86,610.5810000000018,609.8248200000033,77,817.15
2026-02-25T08:34:00-05:00,610.28,610.4,610.26,610.4,,,,,,,,,610.459426783086,0,0,610.8000000000001,610.87,607.86,610.5816000000018,609.8326200000033,1652,871.1
2026-02-25T08:35:00-05:00,610.43,610.53,610.37,610.39,,,,,,,,,610.4455414264688,0,0,610.8000000000001,610.87,607.86,610.5814000000018,609.8401700000034,3062,894.15
2026-02-25T08:36:00-05:00,610.42,610.51,610.39,610.39,,,,,,,,,610.4344331411751,0,0,610.8000000000001,610.87,607.86,610.5786000000018,609.8474200000034,1344,846.1
2026-02-25T08:37:00-05:00,610.35,610.41,610.34,610.41,,,,,,,,,610.4295465129401,0,0,610.8000000000001,610.87,607.86,610.5768000000018,609.8544700000034,1414,882.8
2026-02-25T08:38:00-05:00,610.38,610.55,610.35,610.55,,,,,,,,,610.4536372103521,0,0,610.8000000000001,610.87,607.86,610.5772000000018,609.8622700000034,1825,964.05
2026-02-25T08:39:00-05:00,610.45,610.47,610.45,610.46,,,,,,,,,610.4549097682817,0,0,610.8000000000001,610.87,607.86,610.5774000000018,609.8696200000035,11,935.55
2026-02-25T08:40:00-05:00,610.46,610.5,610.46,610.5,,,,,,,,,610.4639278146253,0,0,610.8000000000001,610.87,607.86,610.5764000000019,609.8777700000035,53,908.95
2026-02-25T08:41:00-05:00,610.57,610.66,610.54,610.54,,,,,,,,,610.4791422517003,0,0,610.8000000000001,610.87,607.86,610.5732000000019,609.8862700000034,626,925.85
2026-02-25T08:42:00-05:00,610.45,610.53,610.44,610.53,,,,,,,,,610.4893138013603,0,0,610.8000000000001,610.87,607.86,610.5708000000018,609.8944700000034,11,875.45
2026-02-25T08:43:00-05:00,610.55,610.55,610.55,610.55,,,,,,,,,610.5014510410882,0,0,610.8000000000001,610.87,607.86,610.5678000000019,609.9027700000034,10,790.45
