time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,9 EMA,Short Entry,Long Entry,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-26T07:42:00-05:00,414.95,415.11,414.95,415.11,,,,,,,,,414.9815456737447,0,0,415.20000000000005,415.67,414.19,415.02399999999756,414.9065499999994,557,253.1
2026-02-26T07:43:00-05:00,415.08,415.16,415.03,415.16,,,,,,,,,415.01723653899575,0,0,415.20000000000005,415.67,414.19,415.0347999999976,414.9083499999994,127,258.3
2026-02-26T07:44:00-05:00,415.14,415.2,415.07,415.2,,,,,,,,,415.0537892311966,0,0,415.20000000000005,415.67,414.19,415.0459999999976,414.91074999999944,268,270.85
2026-02-26T07:45:00-05:00,415.2,415.2,414.9,414.95,,,,,,,,,415.03303138495727,0,0,415.20000000000005,415.67,414.19,415.0505999999976,414.9118999999995,595,297.75
2026-02-26T07:46:00-05:00,414.9,414.99,414.9,414.99,,,,,,,,,415.02442510796584,0,0,415.20000000000005,415.67,414.19,415.0531999999976,414.9134499999995,30,286.55
2026-02-26T07:47:00-05:00,414.99,415.03,414.93,414.93,,,,,,,,,415.00554008637266,0,0,415.20000000000005,415.67,414.19,415.0547999999976,414.91394999999943,194,268.95
2026-02-26T07:48:00-05:00,415,415.08,414.98,415.01,,,,,,,,,415.00643206909814,0,0,415.20000000000005,415.67,414.19,415.05699999999763,414.91439999999943,47,265.6
2026-02-26T07:49:00-05:00,415.05,415.05,415.05,415.05,,,,,,,,,415.0151456552785,0,0,415.20000000000005,415.67,414.19,415.06439999999765,414.91449999999946,100,257.55
2026-02-26T07:50:00-05:00,415.12,415.14,415.011,415.011,,,,,,,,,415.0143165242228,0,0,415.20000000000005,415.67,414.19,415.0668199999977,414.91400499999946,37,250.15
2026-02-26T07:51:00-05:00,415.08,415.09,415,415,,,,,,,,,415.01145321937827,0,0,415.20000000000005,415.67,414.19,415.06441999999765,414.9141049999995,20,248.15
2026-02-26T07:52:00-05:00,415.04,415.05,415,415,,,,,,,,,415.0091625755026,0,0,415.20000000000005,415.67,414.19,415.06201999999763,414.91400499999946,125,250.8
2026-02-26T07:53:00-05:00,415.04,415.09,415.04,415.08,,,,,,,,,415.0233300604021,0,0,415.20000000000005,415.67,414.19,415.0576199999976,414.91435499999943,146,229.55
