time,open,high,low,close,PM High,PM Low,Yest High,Yest Low,Week High,Week Low,ORB High,ORB Low,9 EMA,Short Entry,Long Entry,POC_,PM High (continuous),PM Low (continuous),MA,MA,Volume,Volume MA
2026-02-26T10:57:00-05:00,270.91,271.16,270.89,271.12,,,,,,,,,271.136815289698,0,0,274.79999999999995,275.1,273.3,271.7332000000006,273.7312750000012,5592,6997.25
2026-02-26T10:58:00-05:00,271.13,271.2,271.06,271.06,,,,,,,,,271.1214522317584,0,0,274.79999999999995,275.1,273.3,271.68500000000057,273.71492500000113,3310,6859.95
2026-02-26T10:59:00-05:00,271.07,271.07,270.88,271.03,,,,,,,,,271.1031617854067,0,0,274.79999999999995,275.1,273.3,271.64020000000056,273.69847500000117,6769,6887.95
2026-02-26T11:00:00-05:00,270.99,271.18,270.98,271.16,,,,,,,,,271.1145294283254,0,0,274.79999999999995,275.1,273.3,271.5937000000006,273.6828250000011,5182,6871.15
2026-02-26T11:01:00-05:00,271.16,271.25,270.8,270.9,,,,,,,,,271.0716235426603,0,0,274.79999999999995,275.1,273.3,271.53790000000055,273.66572500000115,5395,6776.5
2026-02-26T11:02:00-05:00,270.92,271.15,270.92,271.15,,,,,,,,,271.0872988341282,0,0,274.79999999999995,275.1,273.3,271.50390000000056,273.6499750000011,3833,6210.55
2026-02-26T11:03:00-05:00,271.15,271.47,271.15,271.43,,,,,,,,,271.15583906730257,0,0,274.79999999999995,275.1,273.3,271.47690000000057,273.63562500000114,13570,6036.5
2026-02-26T11:04:00-05:00,271.42,271.67,271.32,271.67,,,,,,,,,271.25867125384207,0,0,274.79999999999995,275.1,273.3,271.4601000000006,273.62242500000116,10396,5974.25
2026-02-26T11:05:00-05:00,271.63,271.9,271.63,271.82,,,,,,,,,271.37093700307366,0,0,274.79999999999995,275.1,273.3,271.4521000000006,273.61002500000114,6058,5767.35
2026-02-26T11:06:00-05:00,271.85,272.04,271.68,271.76,,,,,,,,,271.4487496024589,0,0,274.79999999999995,275.1,273.3,271.44910000000056,273.5972250000012,5935,5561.05
2026-02-26T11:07:00-05:00,271.64,271.94,271.63,271.86,,,,,,,,,271.53099968196716,0,0,274.79999999999995,275.1,273.3,271.4419000000006,273.5849750000012,5371,5386.35
2026-02-26T11:08:00-05:00,271.85,271.91,271.68,271.76,,,,,,,,,271.57679974557374,0,0,274.79999999999995,275.1,273.3,271.4286000000006,273.57212500000117,5112,5484.65
2026-02-26T11:09:00-05:00,271.79,271.93,271.79,271.83,,,,,,,,,271.627439796459,0,0,274.79999999999995,275.1,273.3,271.41940000000056,273.55927500000115,2675,5493.4
2026-02-26T11:10:00-05:00,271.81,271.92,271.64,271.7,,,,,,,,,271.6419518371672,0,0,274.79999999999995,275.1,273.3,271.4100000000006,273.5457750000012,2658,5409.75
2026-02-26T11:11:00-05:00,271.73,271.86,271.59,271.86,,,,,,,,,271.6855614697338,0,0,274.79999999999995,275.1,273.3,271.4126000000006,273.5331250000012,3090,5181.55
2026-02-26T11:12:00-05:00,271.86,272.09,271.86,271.99,,,,,,,,,271.746449175787,0,0,274.79999999999995,275.1,273.3,271.4218000000006,273.5211250000012,5590,5248.7
